股票代码,股票名称,19年EPS,20年EPS,21年EPS,22年EPS,报告日期,研究机构,研究员,研报
sz002697,红旗连锁,0.38,0.45,--,--,2020-03-30,广发证券,洪涛,摘要
sh601933,永辉超市,--,0.31,--,--,2020-03-30,广发证券,洪涛,摘要
sz002419,天虹股份,0.72,0.66,--,--,2020-03-30,广发证券,洪涛,摘要
sz002127,南极电商,--,0.65,--,--,2020-03-30,广发证券,洪涛,摘要
sz002024,苏宁易购,--,0.07,--,--,2020-03-30,广发证券,洪涛,摘要
sh600859,王 府 井,--,1.48,--,--,2020-03-30,广发证券,洪涛,摘要
sh600729,重庆百货,--,2.74,--,--,2020-03-30,广发证券,洪涛,摘要
sh600612,老 凤 祥,--,2.94,--,--,2020-03-30,广发证券,洪涛,摘要
sh600315,上海家化,0.83,0.93,--,--,2020-03-30,广发证券,洪涛,摘要
sz000759,中百集团,--,0.2,--,--,2020-03-30,广发证券,洪涛,摘要
sz000726,鲁 泰 Ａ,--,1.1,--,--,2020-03-30,广发证券,糜韩杰,摘要
sh600036,招商银行,3.62,4.14,4.78,5.55,2020-03-30,长江证券,王一川,摘要
sz300788,中信出版,1.55,1.43,1.89,2.33,2020-03-30,海通证券,郝艳辉/毛云聪/孙小雯/陈星光,摘要
sh603288,海天味业,1.98,2.35,2.63,3.04,2020-03-30,海通证券,闻宏伟/唐宇/颜慧菁,摘要
sh601881,中国银河,0.52,0.48,0.49,0.51,2020-03-30,海通证券,孙婷/何婷,摘要
sh600009,上海机场,2.61,1.08,2.87,3.16,2020-03-30,光大证券,程新星,摘要
sz000538,云南白药,3.28,3.39,3.71,3.99,2020-03-30,西南证券,朱国广/陈进,摘要
sh601818,光大银行,0.68,0.77,0.86,0.96,2020-03-30,国泰君安,袁梓芳/郭昶皓,摘要
sz002299,圣农发展,3.30,2.44,1.98,1.94,2020-03-30,光大证券,刘晓波/王琦,摘要
sh603517,绝味食品,--,1.61,2.00,--,2020-03-30,天风证券,刘章明/刘畅,摘要
sh600426,华鲁恒升,1.51,1.28,1.57,1.87,2020-03-30,中信证券,,
sh601077,渝农商行,0.95,0.92,1.0,1.09,2020-03-30,方正证券,杨仁文,摘要
sh601818,光大银行,0.68,0.79,0.89,1.01,2020-03-30,方正证券,杨仁文,摘要
sh603516,淳中科技,0.87,1.17,1.68,2.32,2020-03-30,天风证券,沈海兵,摘要
sh603515,欧普照明,--,1.44,1.66,--,2020-03-30,国泰君安,范杨/颜晓晴/李树建,摘要
sh600600,青岛啤酒,1.37,1.38,1.6,1.76,2020-03-30,申万宏源研究,,
sz002697,红旗连锁,0.38,0.49,0.57,0.65,2020-03-30,招商证券,宁浮洁/丁浙川/周洁,摘要
sz000089,深圳机场,0.29,0.18,0.32,0.38,2020-03-30,招商证券,苏宝亮/肖欣晨,摘要
sh600754,锦江酒店,1.14,0.8,1.49,1.79,2020-03-30,东北证券,李慧/徐乔威,摘要
sh600426,华鲁恒升,1.51,1.18,1.5,1.93,2020-03-30,东北证券,陈俊杰/胡双,摘要
sz300357,我武生物,0.57,0.69,0.89,1.17,2020-03-30,光大证券,林小伟/经煜甚,摘要
sz002465,海格通信,0.23,0.28,0.34,0.42,2020-03-30,兴业证券,石康/李博彦/杨尚东,摘要
sh601607,上海医药,1.44,1.63,1.88,2.12,2020-03-30,中信建投证券,贺菊颖/程培,摘要
sh603214,爱 婴 室,1.10,1.7,2.39,3.04,2020-03-30,国信证券,张峻豪/曾光,摘要
sh601607,上海医药,1.44,1.73,1.9,2.16,2020-03-30,天风证券,郑薇,摘要
sh603588,高能环境,--,0.78,0.93,--,2020-03-30,天风证券,郭丽丽/石家骏,摘要
sh603659,璞 泰 来,1.50,2.3,3.09,3.95,2020-03-30,西南证券,谭菁/陈瑶,摘要
sh600201,生物股份,0.20,0.45,0.6,0.72,2020-03-30,西南证券,徐卿,摘要
sz000488,晨鸣纸业,0.33,0.72,0.93,1.02,2020-03-30,国盛证券,严大林/黄莎,摘要
sh601319,中国人保,0.51,0.3,0.36,0.41,2020-03-30,华创证券,洪锦屏,摘要
sh600754,锦江酒店,1.14,0.37,1.33,1.53,2020-03-30,海通证券,陈扬扬/汪立亭,摘要
sz002007,华兰生物,0.91,1.19,1.36,1.62,2020-03-30,海通证券,郑琴/余文心,摘要
sz002697,红旗连锁,0.38,0.44,0.49,0.54,2020-03-30,海通证券,汪立亭/李宏科/高瑜,摘要
sh600985,淮北矿业,1.68,1.57,1.81,1.86,2020-03-30,华创证券,任志强,摘要
sh600031,三一重工,--,1.69,1.95,--,2020-03-30,兴业证券,石康/张亚滨,摘要
sh600511,国药股份,2.10,2.26,2.6,2.94,2020-03-30,中信建投证券,贺菊颖/程培,摘要
sz002706,良信电器,0.35,0.46,0.58,0.75,2020-03-30,广发证券,陈子坤/张秀俊/华鹏伟,摘要
sh603659,璞 泰 来,1.50,2.04,2.56,3.32,2020-03-30,广发证券,陈子坤/纪成炜,摘要
sh603939,益丰药房,1.44,1.87,2.43,--,2020-03-30,国盛证券,张金洋/缪牧一,摘要
sz000338,潍柴动力,1.15,1.29,1.44,1.61,2020-03-30,广发证券,张乐/闫俊刚/刘智琪/李爽/邓崇静,摘要
sh600511,国药股份,2.10,2.27,2.63,2.95,2020-03-30,国泰君安,丁丹,摘要
sh600588,用友网络,0.48,0.38,0.5,0.65,2020-03-30,华创证券,陈宝健,摘要
sh603019,中科曙光,0.66,0.8,1.08,1.45,2020-03-30,中泰证券,闻学臣/何柄谕/杨亚宇,摘要
sh600522,中天科技,--,0.75,1.08,--,2020-03-30,国盛证券,宋嘉吉/黄瀚,摘要
sz300751,迈为股份,4.76,7.55,9.0,12.24,2020-03-30,中银国际,陈祥/杨绍辉/沈成,摘要
sh601988,中国银行,0.61,0.64,0.67,0.70,2020-03-30,国泰君安,袁梓芳/郭昶皓,摘要
sz000538,云南白药,3.28,3.71,4.24,4.76,2020-03-30,国泰君安,丁丹/赵峻峰,摘要
sh600985,淮北矿业,1.68,1.64,1.69,1.71,2020-03-30,国泰君安,,
sh603799,华友钴业,0.11,0.98,1.24,1.33,2020-03-30,西南证券,刘岗,摘要
sz002129,中环股份,0.32,0.54,0.69,0.88,2020-03-30,国泰君安,徐云飞/庞钧文,摘要
sh601360,三 六 零,--,0.64,0.74,--,2020-03-30,天风证券,文浩,摘要
sh600598,北 大 荒,0.48,0.66,0.75,0.85,2020-03-30,西南证券,徐卿,摘要
sh600958,东方证券,0.35,0.48,0.65,--,2020-03-30,中信建投证券,赵然/庄严,摘要
sz002706,良信电器,0.35,0.45,0.58,0.78,2020-03-30,国金证券,邓伟/姚遥,摘要
sh600426,华鲁恒升,1.51,1.31,1.46,1.51,2020-03-30,国金证券,蒲强,摘要
sz000932,华菱钢铁,1.04,0.85,0.88,0.91,2020-03-30,国金证券,,
sh601088,中国神华,2.17,2.11,2.15,2.18,2020-03-30,国盛证券,丁婷婷/张津铭,摘要
sz002299,圣农发展,3.30,2.96,2.95,3.00,2020-03-30,兴业证券,陈娇/毛一凡,摘要
sh600161,天坛生物,0.58,0.74,0.85,--,2020-03-30,天风证券,潘海洋/郑薇,摘要
sh601155,新城控股,5.62,7.42,9.48,11.48,2020-03-30,东吴证券,齐东,摘要
sh601998,中信银行,0.95,1.05,1.13,1.21,2020-03-30,方正证券,杨仁文,摘要
sz000895,双汇发展,1.64,1.83,2.1,--,2020-03-27,太平洋证券,黄付生/蔡雪昱/孟斯硕,摘要
sz000026,飞 亚 达,0.49,0.41,0.5,0.60,2020-03-27,长城证券,张潇/林彦宏/邹文婕,摘要
sz000069,华侨城Ａ,--,1.93,2.31,--,2020-03-27,华西证券,由子沛/侯希得,摘要
sh603043,广州酒家,--,0.99,1.38,--,2020-03-27,广发证券,安鹏/沈涛/王永锋,摘要
sz002039,黔源电力,0.95,1.18,1.28,1.39,2020-03-27,光大证券,王威/于鸿光,摘要
sz300224,正海磁材,0.11,0.16,0.2,0.25,2020-03-27,国泰君安,,
sh603678,火炬电子,0.84,1.15,--,--,2020-03-27,民生证券,王一川,摘要
sz300474,景 嘉 微,--,0.93,--,--,2020-03-27,民生证券,王一川,摘要
sz002025,航天电器,0.94,1.16,--,--,2020-03-27,民生证券,王一川,摘要
sh600967,内蒙一机,--,0.46,--,--,2020-03-27,民生证券,王一川,摘要
sh600760,中航沈飞,--,0.82,--,--,2020-03-27,民生证券,王一川,摘要
sh600038,中直股份,1.00,1.36,--,--,2020-03-27,民生证券,王一川,摘要
sz000547,航天发展,--,0.55,--,--,2020-03-27,民生证券,王一川,摘要
sz000661,长春高新,10.27,14.0,18.52,23.74,2020-03-27,广发证券,孔令岩/罗佳荣,摘要
sz000661,长春高新,10.27,13.99,17.90,22.30,2020-03-27,方正证券,周小刚/陈林颀,摘要
sh600176,中国巨石,0.61,0.66,0.74,0.88,2020-03-27,中信证券,孙明新/陈中亮,摘要
sz002463,沪电股份,0.71,0.83,1.02,1.15,2020-03-27,申万宏源研究,骆思远/杨海燕,摘要
sz002967,广电计量,0.66,0.7,1.06,1.67,2020-03-27,中信证券,李想,摘要
sh603225,新 凤 鸣,1.13,1.08,1.25,1.43,2020-03-27,方正证券,李永磊,摘要
sz002967,广电计量,0.66,0.63,0.98,1.44,2020-03-27,广发证券,罗立波/代川,摘要
sh600879,航天电子,0.17,0.2,0.23,0.26,2020-03-27,中信证券,李建伟,摘要
sz002007,华兰生物,0.91,1.15,1.34,1.56,2020-03-27,华西证券,崔文亮/周平/蔡承霖,摘要
sh603839,安正时尚,0.76,0.91,1.23,--,2020-03-27,广发证券,糜韩杰,摘要
sh603496,恒为科技,0.34,0.77,1.08,1.44,2020-03-27,西南证券,朱芸/朱松/刘忠腾,摘要
sz000661,长春高新,10.27,13.5,18.17,23.09,2020-03-27,中信建投证券,贺菊颖/袁清慧,摘要
sh600655,豫园股份,0.83,0.94,1.04,1.18,2020-03-27,兴业证券,王品辉,摘要
sh603018,中设集团,1.16,1.36,1.61,1.94,2020-03-27,兴业证券,孟杰/黄杨,摘要
sh600426,华鲁恒升,1.51,1.6,2.02,2.21,2020-03-27,兴业证券,徐留明/张志扬,摘要
sz000661,长春高新,10.27,13.94,18.50,24.55,2020-03-27,兴业证券,徐佳熹,摘要
sh603579,荣泰健康,2.13,2.62,3.21,3.69,2020-03-27,华西证券,汪玲,摘要
sh603043,广州酒家,--,1.22,1.47,--,2020-03-27,山西证券,刘小勇/张晓霖,摘要
sh600754,锦江酒店,1.14,1.26,1.46,--,2020-03-27,山西证券,刘小勇/张晓霖,摘要
sh600258,首旅酒店,--,1.12,1.35,--,2020-03-27,山西证券,刘小勇/张晓霖,摘要
sh600879,航天电子,0.17,0.18,0.20,--,2020-03-27,中金公司,黄乐平/尹会伟,摘要
sz002180,纳 思 达,--,1.35,1.71,--,2020-03-27,银河证券,吴砚靖/邹文倩,摘要
sz300788,中信出版,1.55,1.23,1.85,2.17,2020-03-27,国盛证券,,
sh600438,通威股份,--,0.95,1.21,--,2020-03-27,中金公司,刘俊,摘要
sh603035,常熟汽饰,--,1.29,1.63,--,2020-03-27,天风证券,邓学,摘要
sh603659,璞 泰 来,1.50,2.52,3.65,4.61,2020-03-27,新时代证券,开文明/赵勇臻,摘要
sz002410,广 联 达,0.21,0.35,0.49,0.66,2020-03-27,国海证券,宝幼琛,摘要
sh601166,兴业银行,--,3.4,3.78,--,2020-03-27,浙商证券,邱冠华,摘要
sh600426,华鲁恒升,1.51,1.35,1.86,--,2020-03-27,中金公司,贾雄伟/李璇,摘要
sz002396,星网锐捷,1.05,1.34,1.67,--,2020-03-27,中金公司,闫慧辰/黄乐平,摘要
sh603579,荣泰健康,2.13,2.07,2.36,--,2020-03-27,中金公司,何伟,摘要
sh600125,铁龙物流,0.35,0.26,0.32,--,2020-03-27,中金公司,杨鑫,摘要
sh600823,世茂股份,0.65,0.73,0.79,--,2020-03-27,中金公司,张宇,摘要
sh601808,中海油服,0.52,0.92,0.84,0.99,2020-03-27,华创证券,任志强,摘要
sh603225,新 凤 鸣,1.13,1.22,1.93,2.26,2020-03-27,民生证券,杨侃,摘要
sz300332,天壕环境,--,0.35,0.55,--,2020-03-27,广发证券,郭鹏,摘要
sz300451,创业慧康,0.43,0.55,0.7,0.89,2020-03-27,国海证券,宝幼琛,摘要
sh603018,中设集团,1.16,1.39,1.71,2.08,2020-03-27,华创证券,王彬鹏,摘要
sz000513,丽珠集团,1.39,1.68,2.01,2.37,2020-03-27,国泰君安,丁丹,摘要
sz000895,双汇发展,1.64,1.83,1.99,2.17,2020-03-27,中信建投证券,安雅泽/吕睿竞,摘要
sh601658,邮储银行,0.72,0.76,0.86,0.99,2020-03-27,中信建投证券,杨荣/陈翔,摘要
sz300398,飞凯材料,0.50,0.61,0.77,0.91,2020-03-27,国信证券,龚诚/商艾华,摘要
sh600027,华电国际,0.29,0.4,0.51,0.58,2020-03-27,申万宏源研究,刘晓宁/叶旭晨/王璐/查浩/邹佩轩,摘要
sh600406,国电南瑞,--,1.11,1.24,--,2020-03-27,华创证券,胡毅/邱迪,摘要
sz000513,丽珠集团,1.39,1.62,1.88,2.20,2020-03-27,方正证券,陈家华,摘要
sh603288,海天味业,1.98,2.35,2.68,3.06,2020-03-27,华鑫证券,万蓉,摘要
sz300579,数字认证,0.55,0.7,1.14,2.01,2020-03-27,中信证券,杨泽原/刘雯蜀,摘要
sz002410,广 联 达,0.21,0.41,0.61,0.81,2020-03-27,光大证券,姜国平/万义麟/卫书根,摘要
sz300618,寒锐钴业,0.05,1.4,1.59,1.90,2020-03-27,中原证券,周建华,摘要
sh603288,海天味业,1.98,2.34,2.74,--,2020-03-27,东莞证券,黄秀瑜,摘要
sh601336,新华保险,4.67,5.41,6.48,8.44,2020-03-27,方正证券,左欣然,摘要
sz002007,华兰生物,0.91,1.19,1.38,1.58,2020-03-27,国信证券,谢长雁,摘要
sz000789,万 年 青,1.72,1.96,2.06,--,2020-03-27,太平洋证券,闫广,摘要
sz002594,比 亚 迪,--,0.96,1.5,--,2020-03-27,招商证券,汪刘胜/李懿洋,摘要
sh603288,海天味业,1.98,2.34,2.74,3.24,2020-03-27,东北证券,李强/马雪薇,摘要
sh603288,海天味业,1.98,2.35,2.84,3.39,2020-03-27,平安证券,文献/刘彪,摘要
sz002463,沪电股份,0.71,0.92,1.16,1.41,2020-03-27,国信证券,欧阳仕华/许亮/程成/马成龙,摘要
sh603288,海天味业,1.98,2.35,2.77,3.25,2020-03-27,华创证券,方振/于芝欢/董广阳,摘要
sh603259,药明康德,1.14,1.48,1.89,2.42,2020-03-27,天风证券,潘海洋/郑薇,摘要
sh688139,海尔生物,0.73,0.81,1.05,1.37,2020-03-27,兴业证券,徐佳熹/孙媛媛,摘要
sh603018,中设集团,1.16,1.12,1.35,--,2020-03-27,中金公司,詹奥博,摘要
sz000333,美的集团,--,3.65,4.16,--,2020-03-27,华创证券,龚源月,摘要
sz300451,创业慧康,0.43,0.56,0.72,0.88,2020-03-27,兴业证券,蒋佳霖,摘要
sh600183,生益科技,0.66,0.89,1.08,1.23,2020-03-27,广发证券,余高/许兴军/王亮,摘要
sz300342,天银机电,0.33,0.4,0.50,0.63,2020-03-27,方正证券,孟祥杰,摘要
sz300738,奥飞数据,0.88,1.27,1.81,2.45,2020-03-27,华西证券,熊军/刘泽晶/柳珏廷,摘要
sz300618,寒锐钴业,0.05,1.24,2.61,4.05,2020-03-27,方正证券,李永磊,摘要
sh600963,岳阳林纸,0.23,0.36,0.46,0.56,2020-03-27,国盛证券,严大林/夏天/何亚轩,摘要
sh601211,国泰君安,0.90,1.03,1.17,1.26,2020-03-27,兴业证券,许盈盈,摘要
sh601166,兴业银行,--,3.45,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh600015,华夏银行,--,1.51,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh600016,民生银行,1.22,1.3,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sz002839,张家港行,--,0.58,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601169,北京银行,--,1.1,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh600919,江苏银行,1.18,1.37,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh603323,苏农银行,--,0.56,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sz000001,平安银行,1.54,1.62,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601128,常熟银行,--,0.96,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601009,南京银行,--,1.67,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601398,工商银行,0.86,0.9,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601988,中国银行,0.61,0.65,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sz002807,江阴银行,0.50,0.49,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601328,交通银行,1.00,1.07,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601577,长沙银行,1.48,1.91,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh600908,无锡银行,0.68,0.75,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh600926,杭州银行,--,1.36,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601838,成都银行,--,1.8,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601818,光大银行,0.68,0.79,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601939,建设银行,1.05,1.11,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601288,农业银行,0.59,0.63,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sz002142,宁波银行,--,3.03,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh600036,招商银行,3.62,4.14,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601998,中信银行,0.95,1.01,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh601997,贵阳银行,--,2.77,--,--,2020-03-27,国泰君安,袁梓芳/郭昶皓,摘要
sh600535,天 士 力,--,0.99,1.09,--,2020-03-27,天风证券,潘海洋/郑薇,摘要
sh603195,公牛集团,--,4.71,5.51,--,2020-03-27,东方证券,李雪君,摘要
sz002463,沪电股份,0.71,0.91,1.16,1.40,2020-03-27,广发证券,许兴军/王亮/余高,摘要
sz000975,银泰黄金,0.44,0.55,0.62,0.68,2020-03-27,天风证券,,
sh603983,丸美股份,--,1.56,1.87,--,2020-03-27,东方证券,施红梅/赵越峰/张维益,摘要
sz002410,广 联 达,0.21,0.32,0.49,0.71,2020-03-27,新时代证券,田杰华,摘要
sh601628,中国人寿,2.05,2.33,2.74,3.41,2020-03-27,国信证券,王剑,摘要
sz300618,寒锐钴业,0.05,1.64,2.51,2.87,2020-03-27,天风证券,,
sh600027,华电国际,0.29,0.39,0.45,0.46,2020-03-27,天风证券,郭丽丽/石家骏,摘要
sz300451,创业慧康,0.43,0.53,0.7,0.91,2020-03-27,东北证券,安永平/邵珠印/赵伟博,摘要
sh603589,口 子 窖,--,3.12,3.61,--,2020-03-27,广发证券,王永锋/王文丹,摘要
sh603018,中设集团,1.16,1.39,1.71,2.07,2020-03-27,广发证券,邹戈/谢璐,摘要
sh603259,药明康德,1.14,1.55,2.02,2.63,2020-03-27,东北证券,崔洁铭,摘要
sz002410,广 联 达,0.21,0.31,0.52,0.68,2020-03-27,广发证券,刘雪峰/王奇珏,摘要
sz002343,慈文传媒,--,0.46,0.6,--,2020-03-27,海通证券,郝艳辉/毛云聪/孙小雯/陈星光,摘要
sh601628,中国人寿,2.05,2.03,2.56,3.11,2020-03-27,海通证券,孙婷/李芳洲,摘要
sz000333,美的集团,--,3.78,4.19,--,2020-03-27,国元证券,满在朋,摘要
sh600745,闻泰科技,--,3.74,4.9,--,2020-03-27,天风证券,,
sh600489,中金黄金,--,0.08,--,--,2020-03-26,西南证券,刘岗,摘要
sz002044,美年健康,--,0.29,0.40,--,2020-03-26,财通证券,沈瑞/张文录,摘要
sh600050,中国联通,0.16,0.19,0.23,0.27,2020-03-26,中信证券,顾海波/丁奇,摘要
sh601211,国泰君安,0.90,1.19,1.42,--,2020-03-26,中信证券,田良/邵子钦/童成墩/薛姣,摘要
sz002531,天顺风能,--,0.54,0.56,--,2020-03-26,天风证券,王纪斌/马妍,摘要
sz300772,运达股份,0.40,1.37,1.63,--,2020-03-26,天风证券,王纪斌/马妍,摘要
sh603606,东方电缆,0.69,0.96,1.30,--,2020-03-26,天风证券,王纪斌/马妍,摘要
sh600027,华电国际,0.29,0.43,0.53,0.57,2020-03-26,中信证券,李想/武云泽,摘要
sz000513,丽珠集团,1.39,1.68,2.03,2.41,2020-03-26,中信建投证券,贺菊颖/袁清慧/阳明春,摘要
sz300677,英科医疗,--,1.73,2.46,--,2020-03-26,光大证券,林小伟/黄卓,摘要
sh600720,祁 连 山,1.59,1.78,1.96,2.07,2020-03-26,国信证券,黄道立/陈颖,摘要
sz002410,广 联 达,0.21,0.39,0.53,0.69,2020-03-26,招商证券,刘玉萍/周翔宇,摘要
sh603288,海天味业,1.98,2.34,2.77,3.26,2020-03-26,方正证券,薛玉虎/刘健,摘要
sz300451,创业慧康,0.43,0.51,0.67,0.88,2020-03-26,西南证券,朱芸/朱松/刘忠腾,摘要
sz300770,新媒股份,--,4.24,5.21,--,2020-03-26,申万宏源研究,林起贤/袁伟嘉,摘要
sh603288,海天味业,1.98,2.24,2.61,3.07,2020-03-26,申万宏源研究,吕昌,摘要
sz002237,恒邦股份,0.34,0.61,0.66,0.82,2020-03-26,申万宏源研究,徐若旭/郦悦轩,摘要
sh600823,世茂股份,0.65,0.72,0.86,0.99,2020-03-26,申万宏源研究,曹一凡,摘要
sz002463,沪电股份,0.71,0.85,1.13,1.52,2020-03-26,川财证券,孙灿,摘要
sz000600,建投能源,0.36,0.47,0.51,0.53,2020-03-26,华泰证券,王玮嘉,摘要
sz300326,凯 利 泰,--,0.55,0.71,--,2020-03-26,川财证券,周豫,摘要
sz300770,新媒股份,--,4.31,5.69,--,2020-03-26,民生证券,刘欣/钟奇,摘要
sh603288,海天味业,1.98,2.32,2.74,--,2020-03-26,中金公司,吕若晨,摘要
sh600271,航天信息,--,1.2,1.39,--,2020-03-26,海通证券,郑宏达/于成龙,摘要
sh600487,亨通光电,--,1.04,1.26,--,2020-03-26,海通证券,朱劲松/余伟民,摘要
sz000333,美的集团,--,3.6,4.12,--,2020-03-26,海通证券,陈子仪/李阳/朱默辰/刘璐,摘要
sh603589,口 子 窖,--,3.17,3.86,--,2020-03-26,方正证券,薛玉虎/刘洁铭,摘要
sh603707,健友股份,--,1.19,1.51,--,2020-03-26,中信证券,陈竹/田加强,摘要
sz000333,美的集团,--,3.83,4.36,--,2020-03-26,国盛证券,鞠兴海/马王杰/高润鑫,摘要
sh603288,海天味业,1.98,2.33,2.77,3.24,2020-03-26,民生证券,于杰/徐洋,摘要
sh603288,海天味业,1.98,2.34,2.84,3.46,2020-03-26,中泰证券,范劲松/熊欣慰/龚小乐/房昭强,摘要
sh600688,上海石化,0.20,0.21,0.27,0.34,2020-03-26,民生证券,杨侃,摘要
sh600498,烽火通信,--,1.02,--,--,2020-03-26,光大证券,石崎良/刘凯,摘要
sz002281,光迅科技,--,0.79,--,--,2020-03-26,光大证券,石崎良/刘凯,摘要
sz000063,中兴通讯,1.22,1.43,--,--,2020-03-26,光大证券,石崎良/刘凯,摘要
sh600050,中国联通,0.16,0.19,--,--,2020-03-26,光大证券,石崎良/刘凯,摘要
sz002601,龙蟒佰利,1.29,1.53,1.89,2.16,2020-03-26,申万宏源研究,宋涛/李楠竹,摘要
sh600655,豫园股份,0.83,0.91,1.06,1.32,2020-03-26,申万宏源研究,赵令伊,摘要
sh688111,金山办公,1.09,1.46,2.32,3.49,2020-03-26,兴业证券,蒋佳霖/徐聪,摘要
sh603259,药明康德,1.14,1.63,2.07,2.58,2020-03-26,兴业证券,黄翰漾/徐佳熹,摘要
sh603043,广州酒家,--,1.24,1.57,--,2020-03-26,兴业证券,刘嘉仁/熊超,摘要
sh603259,药明康德,1.14,1.41,1.89,2.43,2020-03-26,中信证券,陈竹/田加强,摘要
sz300398,飞凯材料,0.50,0.66,0.88,1.13,2020-03-26,华泰证券,刘曦/庄汀洲,摘要
